String	Entity			
"Thanks for the response but I've already tried out SWIG and while it saves having to manually write the wrapper code, it does it in the same naive way as in my example. It's also really clunky when it comes to dealing with smart pointers."				
"You don't post much of your code so I can't be sure, but I wonder whether you have a design problem in your tree. If you're getting circular references you might consider using a weak_ptr to hold the back-reference to the parent."	weak_ptr			
"This is a contrived example to illustrate my problem, but the C++ side is correct. The issue with smart pointers and SWIG is more to do with the fact that it gets exposed via the interface. See: ,swig.org/Doc3.0/Java.html#Java_smart_pointers"	pointers			
"i am using ,wkhtmltopdf.org,  for that . it is a command line tool and works pretty well perhaps it can fit you"				
"Hi, it is a web application and I really need to do it inside Java, Spring MVC"	MVC			
"You can make flying saucer render SVGs and interpret data/urls with base64 images via extension, no css3 though."				
"Your best bet is to create a custom class to store that data with some collection field like cities and numbers, and then populate it with the query. Then use an existing library to just serialize it to JSON. I doubt you can do it generally without a lot of pointless effort."	query			
"If you always want it in JSON you could look at using ,MongoDB"	MongoDB			
"Actually i dont care what is the RDBMS, the purpose from writing this code for testing the web-services using automation scripts. so i want to return the db result as json format. and to compare this json object with the expected json string."				
"I guess you should try using ,commons.apache.org/proper/commons-dbutils/changes-report.html,  and implement own handler something like  public class JsonResultSetHandler implements ResultSetHandler<CharSequence> { 	 	private RowProcessor<CharSequence> convert = null; 	 	public JsonResultSetHandler(){ 		this(JsonRowProcessor.ROW_PROCESSOR); 	} 	 	public JsonResultSetHandler(RowProcessor<CharSequence> convert){"	JsonResultSetHandler			
"Cordova has a nice ,file transfer library,. Why are you rolling your own version?  I've used this library and it's solid."				
I know file transfer but this is ready script of ocr.space API and i dont know if it will be working by file transfer to get their results can you give me some specific code for that containing language api key overlay true and file? thanks	ocr.space			
"I Googled ,skype api java, and found a ton of libraries. Why can't you use them?"	api			
I also Googled. All that I have found is obsolete. Correct me if I'm wrong.				
"Found this: ,developer.skype.com/skypekit/reference/java/index.html"	developer.skype.com/skypekit/reference/java/index.html			
github.com/taksan/skype-java-api	github.com/taksan/skype-java-api			
"The error is with the credentials if it was SSL you would get a different error returned. Check your credential format you might want to try just using the UPN as the username then you only need the UserName,Password for the credentials"	UPN			
"Resolved : On the server, open Internet Information Services (IIS) Manager. Deploy on the left to find EWS. Clic on Authentification and active all lignes with 401."	EWS			
Thanks for trying to help but this is not the answer I was looking for				
As an update mechanism.  I write the version there using environment variable				
may be developers of Collections liked it that way. :)				
It's also three characters shorter and a fairly common operation. :-)				
"There is no ,setSize, method and collections are not beans so ,size, is perfectly fine."	size			
"possible duplicate of ,Why doesn't ArrayList have getSize() instead of size()?"	getSize()			
"Hu. This shouldn't be closed as ""primarily opinion based"", since there  exists a description of the rationale for this by the designers of the Java collection framework -- no opinion involved here (except of those of the designers). But it should be closed as ""duplicate of"" (sorry, didn't check before answering). Anyway, closed is closed."				
