string1   	string2	Entity	Performance	Usability	Security	polarity
"Looks like accounts other than yours are not able to use your API key + secret. However, I've found some more documentation on resumable uploads and found out that 1. the header should indeed look like ""Content-Range: bytes 0-499/1000"" and 2. the header for your last PUT should look like this ""Content-Range: bytes 500-999/1000"".NULL,code.google.com/apis/gdata/docs/resumable_upload.html#Resuming   "	"You can still try omitting the ,Content-Range, header from the very first chunk upload request, including it only in subsequent requests (without ,%20,).  "	resumable	0	0	0	0
"Looks like accounts other than yours are not able to use your API key + secret. However, I've found some more documentation on resumable uploads and found out that 1. the header should indeed look like ""Content-Range: bytes 0-499/1000"" and 2. the header for your last PUT should look like this ""Content-Range: bytes 500-999/1000"".NULL,code.google.com/apis/gdata/docs/resumable_upload.html#Resuming   "	"You can still try omitting the ,Content-Range, header from the very first chunk upload request, including it only in subsequent requests (without ,%20,).  "	Content-Range	0	0	0	0
the link to the 'working api' you left is broken!   	"By the way, you'll see in this comment (,vimeo.com/forums/topic:49393#comment_6729467,) on the Vimeo API forum (which for some reason I can't post to) that there's something weird about the last bit. I'm guessing this means that on my last iteration, I need to set the content range to be ,14680064-15125119/15125120, instead of ,14680064-15125120/15125120, for example. Right?  "	way	0	1	0	0
the link to the 'working api' you left is broken!   	"By the way, you'll see in this comment (,vimeo.com/forums/topic:49393#comment_6729467,) on the Vimeo API forum (which for some reason I can't post to) that there's something weird about the last bit. I'm guessing this means that on my last iteration, I need to set the content range to be ,14680064-15125119/15125120, instead of ,14680064-15125120/15125120, for example. Right?  "	API	0	1	0	0
Which version of Java are you using?   	"Hi! thanks for you reply, I tried with this code, import javax.net.ssl.TrustManager and javax.net.ssl.X509TrustManager, and I call this method before my code, but the exception still saying the same.  "	javax.net.ssl.TrustManager	0	1	0	0
Which version of Java are you using?   	"Hi! thanks for you reply, I tried with this code, import javax.net.ssl.TrustManager and javax.net.ssl.X509TrustManager, and I call this method before my code, but the exception still saying the same.  "	javax.net.ssl.X509TrustManager	0	1	0	0
NULL	The Java API is full of holes. There doesn't need to be a reason for them.	Java	0	0	0	0
NULL	The Java API is full of holes. There doesn't need to be a reason for them.	API	0	0	0	0
"The throws declaration in ,StringReader, is mandatory, because the interface ,Reader, requires it even if the implementing class won't never throws such an exception.   "	Doesn't matter. The makers of StringReader could declare read without IOException. That was a mistake on their part.	StringReader	0	0	0	0
"The throws declaration in ,StringReader, is mandatory, because the interface ,Reader, requires it even if the implementing class won't never throws such an exception.   "	Doesn't matter. The makers of StringReader could declare read without IOException. That was a mistake on their part.	StringReader	0	0	0	0
"The throws declaration in ,StringReader, is mandatory, because the interface ,Reader, requires it even if the implementing class won't never throws such an exception.   "	"I did it before asking a question :). I found out that ensureOpen checks if input string is not null, which CAN'T HAPPEN.  "	StringReader	0	0	0	0
"The throws declaration in ,StringReader, is mandatory, because the interface ,Reader, requires it even if the implementing class won't never throws such an exception.   "	"I did it before asking a question :). I found out that ensureOpen checks if input string is not null, which CAN'T HAPPEN.  "	ensureOpen	0	0	0	0
NULL	"This works well on Samsung devices and when I registered a BC with ACTION_POWER_SAVE_MODE_CHANGED, it triggers when this value updates. but some other actions like changing brightness doesn't occur.  "	This	0	0	0	0
NULL	"This works well on Samsung devices and when I registered a BC with ACTION_POWER_SAVE_MODE_CHANGED, it triggers when this value updates. but some other actions like changing brightness doesn't occur.  "	ACTION_POWER_SAVE_MODE_CHANGED	0	0	0	0
"This works well on Samsung devices and when I registered a BC with ACTION_POWER_SAVE_MODE_CHANGED, it triggers when this value updates. but some other actions like changing brightness doesn't occur.   "	"It's included in Android L, however my main question is how to get whether power saver is enabled using the HTC and Samsung APIs?  "	This	0	1	0	0
"This works well on Samsung devices and when I registered a BC with ACTION_POWER_SAVE_MODE_CHANGED, it triggers when this value updates. but some other actions like changing brightness doesn't occur.   "	"It's included in Android L, however my main question is how to get whether power saver is enabled using the HTC and Samsung APIs?  "	ACTION_POWER_SAVE_MODE_CHANGED	0	1	0	0
"This works well on Samsung devices and when I registered a BC with ACTION_POWER_SAVE_MODE_CHANGED, it triggers when this value updates. but some other actions like changing brightness doesn't occur.   "	"It's included in Android L, however my main question is how to get whether power saver is enabled using the HTC and Samsung APIs?  "	HTC	0	1	0	0
"I guess the question is: Do any vendors with an interest in data mining (e.g., Oracle, IBM, etc.) have implementations of the spec that you can use?  If not, I'd agree with skaffman: Dead Duck.   "	"If it's not online, it's almost certainly defunct. This comes as something of a relief, since I'd never heard of it.  "	online	0	0	0	0
"I guess the question is: Do any vendors with an interest in data mining (e.g., Oracle, IBM, etc.) have implementations of the spec that you can use?  If not, I'd agree with skaffman: Dead Duck.   "	"If it's not online, it's almost certainly defunct. This comes as something of a relief, since I'd never heard of it.  "	defunct	0	0	0	0
NULL	"if your project is internal, I am not sure this statement applies much ""The Java approach to APIs is that once you publish an interface, it's effectively immutable..."".  Being an internal project, you could communicate the changes to your team.  If this type of communication is not doable.  You can use factories to provide the 'correct' API depending on the client version (for backwards compatibility) so the client needs to know they are using a versioned API and include the version they are using in the request (or provide a different entry point for new versions)  "	APIs	0	1	0	0
