string1   	string2	Entity	Performance	Usability	Security	Others	Sentiment
Seconding the suggestions from To Matthew Flaschen and To denisk - either store the db on a server you control and access it via a network connection, or encrypt the database and access an auth server to get access.   	The data ,can, be extracted from a DLL.  If it hasn't already been reverse-engineered, that just means the developers are lucky.  I still think the best you can do is a network API.  	To	0	0	0	0	o
Hi thanks for your answer, Is there exist some good document that have explained query in object oriented model(Java)   	Some documentation can be found in the GitHub repo for the Java.SDK.  ,Main Repo,: ,github.com/versionone/VersionOne.SDK.Java.APIClient,   ,General docs,: ,versionone.github.io/VersionOne.SDK.Java.APIClient ,   ,JavaDocs,: ,versionone.github.io/VersionOne.SDK.Java.APIClient/apidocs ,  The JavaDocs contains information about all the classes and methods in the SDK.  	versionone.github.io/VersionOne.SDK.Java.APIClient	0	0	0	1	o
Thanks for the answer. This is exactly what I was looking for. Just one more thing. I think adding the LoopController to the ThreadGroup is enough. Adding it separately to the HashTree is not necessary.   	Good point on the additions to the HashTree. I was playing around with the JMeter API a little while back but I'm a bit rusty on the details of data structure passed into the JMeter Engine configure method :)	HashTree	0	1	0	0	o
Now are you getting any exceptions in logcat?   	"just to make sure, i went to properties > android > tick ""google API for 4.1.2"" not sure.. if thats how you reference google play services..  "	sure	0	0	0	1	o
	I'm getting an error with the device.getProperty.  required: org.python.core.PyObject[],java.lang.String[] found: java.lang.String  	java.lang.String	0	0	0	1	o
	"Hi, I think I have found the issue...it should be like this: Name(To PathParam(""name"") String name, To PathParam(""status"") String status ) Thanks!  "	name	0	0	0	1	n
Is the data saved when sending the request from postman?   	I have tried everything to make it work but it returns in server only empty request while same request call with same parameter in postman is working fine and saving data in database	postman	0	1	0	0	o
"You need to consider that there is an object ,""USDT"", which contain the ,coinJsonWrapperNULL"	Tks !! Love you!	Love	0	0	0	1	o
	The best would be to not reinvent your security framework. Which to use depends on what you want to secure, if you want to secure services there is no ,HandlerInterceptor, that will help you. AspectJ is also applied using proxies when using Spring unless you configure compile timeweaving. However as mentioned don't try to reinvent a security framework there are plenty out there use those instead. Generally they do more then just role/group based access.  	proxies	0	1	0	0	o
	Does this answer your question? ,Value of type java.lang.String cannot be converted to JSONArray  	JSONArray	0	0	0	1	o
For your consideration - ,c2.com/cgi/wiki?SingletonsAreEvil   	Well I'm thinking a bit out loud, but if I do it with a singleton, I should just ignore the Dependency injection and call something like ,return myServiceApi.getInstance().send(..), in my ,UsersApi, or ,ItemsApi,, right?  	myServiceApi.getInstance().send(..)	0	1	0	0	o
	what is your url and param?	param	0	0	0	1	o
	Seconding the suggestions from To Matthew Flaschen and To denisk - either store the db on a server you control and access it via a network connection, or encrypt the database and access an auth server to get access.  	To	0	0	0	1	o
I suppose you could get a list of messages first (,developers.google.com/gmail/api/v1/reference/users/messages ,) limiting the ,maxResults, to 1 - get the message Id and then fetch it individually (,developers.google.com/gmail/api/v1/reference/users/messages/get,) - then you might need to mark it as ,read, (or something - i.e. add a label: ,developers.google.com/gmail/api/v1/reference/users/messages ,) and repeat the process until you have fetched all messages   	To ochi No I was using the JavaMail API, not the Gmail API to fetch emails.  	Gmail	0	1	0	1	o
	do you use androidx.appcompat:appcompat.1.1.0 or not? If you use it has a bug about change locale	not	0	0	0	0	o
Thanks for your example. This is very promising. However, how do you register this custom serializer into your jackson context? I would annotate the class with ,To JsonSerialize(using = EncryptionTokenSerializer.class), but since I don't have access to the EncryptionToken class, I can't do this...   	I managed to pass by the EncryptionTokenSerializer (in debug mode), but unfortuanately I still receive the complaint that a default constructor is missing for the EncryptionToken class... ,com.sun.jersey.api.client.ClientHandlerException: org.codehaus.jackson.map.JsonMappingException: No suitable constructor found for type [simple type, class be.fgov.ehealth.etee.crypto.encrypt.EncryptionToken]: can not instantiate from JSON object (need to add/enable type information?)  at [Source: sun.net.www.protocol.http.HttpURLConnection$HttpInputStreamTo 77da01; line: 1, column: 2]  	be.fgov.ehealth.etee.crypto.encrypt.EncryptionToken]	0	1	0	0	p
Many good questions generate some degree of opinion based on expert experience, but answers to this question will tend to be almost entirely based on opinions, rather than facts, references, or specific expertise., ,If the question has the term ,best, in it, it is most likely way off topic   	Its in dao layer i mentioned.for pure rest client there are lot of options depending on your ease of use ranging from apache http client api to jax rs 2.0 complaint apis.	opinions	0	1	0	0	o
You meant ,how do i save the token received from google and later use the same again right, rather than showing the consent screen multiple times?   	To Ranjith No, the whole thing. If there is any tutorial on how to create a Login API and accessing api from app engine.  	Login	0	0	0	1	o
Your JSON is an array of CurrencyDTO, not just a CurrencyDTO   	The method forEach(Consumer <? super Rates>) in the type Iterable<Rates> is not applicable for the arguments ((<no type> key, <no type> value) -> {}), I am using forEach to store data in database via Currency entity class.  	Iterable<Rates>	0	0	0	1	o
And what part of the ,JavaDocs, hasn't being able to help you??   	I am a beginner to Calendar API.I am sure things will make sense in a while,but I have to get this done soon.I don't want you to tell me code,if you could just guide me how to go about it,I will atleast be on some track.Thanks in advance  	whilebut	0	0	0	0	o
If you have ,id,. What is the problem of doing ,saveOrUpdate(),?   	What are you using for your REST layer and what are you using for XML/JSON binding?  I'm using Jersey and EclipseLink MOXy.  When the client does a PUT to perform an update, I retrieve a persistent instance of my object from the service layer and then copy only the fields that were changed in the PUT onto the persistent instance.  Essentially, I'm able to handle a PUT that only contains some fields. To do this, I wrote some code for MOXy that gives me a List of setters that were called during the unmarshalling process.  If you're interested I can elaborate my setup in an answer.  	EclipseLink	0	1	0	0	o
	dose ,ObjectA, and ,ObjectB, has any common attributes ? can you share the code ?  	ObjectA	0	0	0	1	o
Maybe the API returns some error when market is closed, try calling the API for a stock product after market hours.   	yep, I have tried, instead it's returning the close value as the current Value!! And that's the whole mess with it!  	API	0	1	0	1	o
