ManualLabel	Text	codes
o	"""I developed code in Java using AWT."""	"[""'Others'""]"
o	"""Now I would like to use that code in Android."""	"[""'Others'""]"
n	"""While I used that code in Android, error is showing at ""graphics""."""	"[""'Usability'""]"
o	"""Here is part of code."""	"[""'Others'""]"
o	"""CODESNIPPET_JAVA1 ."""	"[""'Others'""]"
o	"""How to convert it to, and use it in, Android?"""	"[""'Others'""]"
o	"""1) What error?"""	"[""'Others'""]"
o	"""Copy/paste error messages and output."""	"[""'Others'""]"
o	"""2) Please use code formatting."""	"[""'Others'""]"
o	"""3) Please look to increase that (17%) [accept rate]( URL_http://meta.stackoverflow.com/a/65088/155831) ."""	"[""'Others'""]"
p	"""OK.Thanks for your valuable suggestion."""	"[""'Others'""]"
o	"""Android has his own UI library :) so you need to write the code with the android UI standard you cannot use swing or awt in android UI :) For more details about android and java this is a important information you need to know The difference between Dalvik Virtual Machine and Java Virtual Machine and you'll get the all the points ."""	"[""'Usability'""]"
p	"""Thanks for your help.Please suggest good link to know more difference b/w DVM and JVM."""	"[""'Usability'""]"
o	"""Swing button vs AWT button?"""	"[""'Others'""]"
o	"""I'm in the beginnings of making a Minesweeper game for a final class project, but before I begin on making the GUI that is required for it, I would like some advice on what buttons to use."""	"[""'Others'""]"
o	"""Should I be using an AWT or Swing button?"""	"[""'Usability'""]"
o	"""And which would benefit the program more?"""	"[""'Others'""]"
o	"""I'm using Netbeans if that makes a difference."""	"[""'Others'""]"
o	"""You should use Swing generally."""	"[""'Usability'""]"
o	"""The main reason being is Swing was designed to replace/enhance AWT."""	"[""'Usability'""]"
p	"""Swing is, generally, more configurable and flexible to use."""	"[""'Usability'""]"
n	"""You should avoid mixing AWT and Swing components within the same UI, they tend not to play well together."""	"[""'Usability'""]"
p	"""There is more support and information available for Swing components (not to mention a large Others of 3rd party components and developers) You could also take a look at URL_http://dn.embarcadero.com/article/26970 [AWT-vs-Swing] and URL_http://stackoverflow.com/questions/408820/what-is-the- difference-between-swing-and-awt [What-is-the-difference-between-swing-and- awt?]"""	"[""'Others'""]"
o	"""for more details ."""	"[""'Others'""]"
n	"""Few people develop in AWT anymore."""	"[""'Others'""]"
o	"""(Hover your mouse over the AWT and Swing buttons in your question."""	"[""'Others'""]"
o	"""You will see 61 people follow AWT questions and 1.3k follow Swing)."""	"[""'Others'""]"
p	"""I would use Swing."""	"[""'Usability'""]"
o	"""Spend your time learning a more current API and its features."""	"[""'Others'""]"
o	"""Start with the URL_http://docs.oracle.com/javase/tutorial/uiswing/TOC.html [Swing-tutorial] for the basics."""	"[""'Others'""]"
o	"""If Swing is deprecated, what is the alternative?"""	"[""'Usability'""]"
o	"""I heard that apparently Swing is being developed no longer."""	"[""'Others'""]"
p	"""I like Swing and use it all the time."""	"[""'Usability'""]"
o	"""What should I now be using instead?"""	"[""'Usability'""]"
o	"""Although Oracle has much reduced the work on Swing (apparently, seen from an outsider), the ""new Swing"" JavaFX (I don't like this way to call it actually because it has almost no commonalities with Swing) is, from my point of view, not ready yet for primetime."""	"[""'Usability'""]"
p	"""I'm sure Swing has still a long life to live (at least 2 or 3 more years)."""	"[""'Others'""]"
o	"""_**I never heard such thing and still developing swing apps."""	"[""'Others'""]"
p	""" Don't give wings to rumors.But as an alternative you can use URL_http://javafx.com/ [JavaFx] or URL_http://www.eclipse.org/swt/ [swt] or URL_http://buoy.sourceforge.net/ [buoy] ."""	"[""'Usability'""]"
o	"""In the Netbeans IDE help file, if you search for 'swing' you will find a page titled 'about the swing application framework'."""	"[""'Others'""]"
o	"""It says: 'The swing application framework (JSR 296) is no longer developed and will not become part of the official java development kit as was originally planned."""	"[""'Others'""]"
o	"""It is still included in the IDE and you can use this library as it is, but no further development is expected."""	"[""'Usability'""]"
o	"""Blah blah...' It suggests to use the netbeans platform instead (which I suppose answers my question, but I have no idea what the netbeans platform is)."""	"[""'Others'""]"
n	"""@Dean: The application framework was a JSR planned for Java 7, now deferred."""	"[""'Others'""]"
p	"""It is not Swing, but rather a planned enhancement to make building Swing applications much easier."""	"[""'Usability'""]"
o	"""Oh!"""	"[""'Others'""]"
n	"""I guess I was confused about the whole thing."""	"[""'Others'""]"
p	"""Thanks for sorting this out for me."""	"[""'Others'""]"
o	"""That's a very unfortunate name for Swing."""	"[""'Others'""]"
o	"""Dean isn't the first one here to confuse those two."""	"[""'Others'""]"
o	"""You probably read something about the 'Swing Application Framework', which while _built using_ Swing, is not 'Swing'."""	"[""'Others'""]"
o	""" From URL_http://en.wikipedia.org/wiki/Swing_Application_Framework#Status_and_R oadmap [Swing-Application-Framework---Status-and-Roadmap] ."""	"[""'Others'""]"
o	""" Development on an open source Reference Implementation called appframework was begun in 2006."""	"[""'Others'""]"
o	"""[1] It was originally expected that this implementation would be the means for integrating JSR 296 into the upcoming Java SE 7 (Dolphin) version of the Java programming language, and the project was scheduled to be included in milestone 5 of the JDK7 development."""	"[""'Others'""]"
n	"""However, in August 2009, it was announced that the project would not be included due to an inability to reconcile design flaws and achieve consensus among the JSR 296 team before the milestone 5 deadline."""	"[""'Usability'""]"
n	"""[2] The original Swing Application Framework implementation has been put on hold indefinitely."""	"[""'Others'""]"
o	"""[3] The last public release of the appframework project is version 1.03."""	"[""'Others'""]"
o	"""[1] ."""	"[""'Others'""]"
o	"""But SAF has been forked since that time and still exists under the name ""BSAF""."""	"[""'Others'""]"
p	"""The project still seems active nowadays."""	"[""'Usability'""]"
o	"""URL_http://www.eclipse.org/swt/ [The-Standard-Widget-Toolkit] ."""	"[""'Others'""]"
p	"""There is nothing wrong with swing."""	"[""'Others'""]"
n	"""Personally i don't like SWT."""	"[""'Others'""]"
o	"""You have to read input-values from widgets and store them in normal variables before a dialog is disposed."""	"[""'Others'""]"
p	"""If you were using SWT, you can use JFace as well."""	"[""'Usability'""]"
o	"""It provides a set of viewers (model driven) similar to a lot of Swing models."""	"[""'Others'""]"
o	"""What is the difference between swing and awt?"""	"[""'Others'""]"
o	"""Can some one please explain me what is the difference between swing and awt?"""	"[""'Others'""]"
o	"""Are there any cases where awt is more useful/ advised to use then swing or vice-versa?"""	"[""'Usability'""]"
o	"""Related: URL_http://stackoverflow.com/questions/2994304/is-java-swing-still-in - use/2994324#2994324."""	"[""'Others'""]"
o	"""AWT is a Java interface to native system GUI code present in your OS."""	"[""'Others'""]"
n	"""It will not work the same on every system, although it tries."""	"[""'Others'""]"
o	"""Swing is a more-or-less pure-Java GUI."""	"[""'Usability'""]"
o	"""It uses AWT to create an operating system window and then paints pictures of buttons, labels, text, checkboxes, etc., into that window and responds to all of your mouse-clicks, key entries, etc., deciding for itself what to do instead of letting the operating system handle it."""	"[""'Others'""]"
p	"""Thus Swing is 100% portable and is the same across platforms (although it is skinnable and has a ""pluggable look and feel"" that can make it look more or less like how the native windows and widgets would look)."""	"[""'Others'""]"
o	"""These are vastly different approaches to GUI toolkits and have a lot of consequences."""	"[""'Others'""]"
o	"""A full answer to your question would try to explore all of those."""	"[""'Others'""]"
n	""":) Here are a couple: AWT is a cross-platform interface, so even though it uses the underlying OS or native GUI toolkit for its functionality, it doesn't provide access to everything that those toolkits can do."""	"[""'Others'""]"
n	"""Advanced or newer AWT widgets that might exist on one platform might not be supported on another."""	"[""'Others'""]"
n	"""Features of widgets that aren't the same on every platform might not be supported, or worse, they might work differently on each platform."""	"[""'Others'""]"
n	"""People used to invest lots of effort to get their AWT applications to work consistently across platforms - for instance, they may try to make calls into native code from Java."""	"[""'Others'""]"
n	"""Because AWT uses native GUI widgets, your OS knows about them and handles putting them in front of each other, etc., whereas Swing widgets are meaningless pixels within a window from your OS's point of view."""	"[""'Others'""]"
p	"""Swing itself handles your widgets' layout and stacking."""	"[""'Usability'""]"
n	"""Mixing AWT and Swing is highly unsupported and can lead to ridiculous results, such as native buttons that obscure everything else in the dialog box in which they reside because everything else was created with Swing."""	"[""'Usability'""]"
n	"""Because Swing tries to do everything possible in Java other than the very raw graphics routines provided by a native GUI window, it used to incur quite a performance penalty compared to AWT."""	"[""'Performance'""]"
n	"""This made Swing unfortunately slow to catch on."""	"[""'Performance'""]"
p	"""However, this has shrunk dramatically over the last several years due to more optimized JVMs, faster machines, and (I presume) optimization of the Swing internals."""	"[""'Performance'""]"
p	"""Today a Swing application can run fast enough to be serviceable or even zippy, and almost indistinguishable from an application using native widgets."""	"[""'Performance'""]"
p	"""Some will say it took far too long to get to this point, but most will say that it is well worth it."""	"[""'Others'""]"
p	"""Finally, you might also want to check out SWT (the GUI toolkit used for Eclipse, and an alternative to both AWT and Swing), which is somewhat of a return to the AWT idea of accessing native Widgets through Java."""	"[""'Usability'""]"
